Snowball Map,ID,Name,Opening Hours,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Contact Email,Contact Phone,Established,Estimated Employees,Business Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range
48178,8ebf96bb29b872d5,Sushi 11,"Mon-Tue 11:30am-9pm, Wed Closed, Thu 11:30am-9pm, Fri-Sat 11:30am-9:30pm, Sun 11:30am-9pm",222 Baseline Rd,Strathcona County,AB,T8H 1S8,Canada,,,sushi11sherwoodpark@gmail.com,,,,(780) 570-3136,0,sushi11sherwoodpark@gmail.com,Japanese,$$
48179,8f455214096b1671,The 90s 2,"Mon 11am-2pm 4am-8pm, Tue Closed, Wed-Fri 11am-2pm 4am-8pm, Sat-Sun Noon-2pm 4am-8pm",113 Main St,Rockyford,AB,T0J 2R0,Canada,,,,,,,(403) 533-3735,0,,Chinese,
48180,8f9d300988d8333f,Banzai Restaurant,"Mon-Fri 11am-8pm, Sat-Sun 11:30am-8pm",4608 Calgary Trl NW,Edmonton,AB,T6H 6A1,Canada,Ted,Aizia,,,2002,,(780) 434-8288,1,,Japanese,$
48181,8ff027427d7af367,Golden Fountain Restaurant,Daily 11am-9pm,4905 49 St,Athabasca,AB,T9S 1C5,Canada,,,,,,,(780) 675-2781,0,,Chinese,$$
48182,904e1ec45591e981,Biryaniwalla,"Mon 1pm-7pm, Tue Closed, Wed-Thu 1pm-9pm, Fri-Sat 2pm-10pm, Sun 1pm-9pm",4850 Westwinds Dr NE,Calgary,AB,T3J 3Z5,Canada,,,,,,,(587) 350-2200,0,,Indian; Chinese,
48183,906d9ff0d49e765f,BoRi Korean Restaurant,"Mon Closed, Tue-Sat Noon-3pm 4am-8pm, Sun Closed",3616 52 Ave NW,Calgary,AB,T2L 1V9,Canada,,,,,,,(403) 282-6551,0,,Korean; Japanese,
48184,918dd3ee56b0c331,M Bistro,"Mon-Fri 11am-9pm, Sat-Sun 10am-9pm",25 Heritage Meadows Way SE,Calgary,AB,T2H 0A7,Canada,,,,,,,(403) 255-6377,0,,Vietnamese; Chinese,$$
48185,91c13c979d02011d,Four Seasons Restaurant,"Mon 11am-8:30pm, Tue Closed, Wed-Fri 11am-8:30pm, Sat Noon-8:30pm, Sun Noon-8pm",222 10 St,Wainwright,AB,T9W 1P7,Canada,,,,,,,(780) 842-3232,0,,Chinese,$$
48186,920f9244ab8eb8a5,Touch of Asia Buffet,"Mon 11am-9pm, Tue Closed, Wed-Sun 11am-9pm",6217 44 St,Lloydminster,AB,T9V 1V8,Canada,Than,Nguyen,,,,,(780) 875-1809,1,,Chinese,$$
48187,922e751defce376c,Family Inn Restaurant,"Mon-Fri 11:30am-8pm, Sat-Sun 1pm-8pm",5201 50 St,High Prairie,AB,T0G 1R0,Canada,,,,,,,(780) 523-5469,0,,Chinese,
48188,929530bb44918823,Soleilki Japanese Fusion,Daily 11:30am-10pm,330 Thickwood Blvd,Wood Buffalo,AB,T9K 1Y1,Canada,Zheng,Han,,,,,(780) 791-2666,1,hongkongeatery2018@gmail.com,Japanese,$$
48189,92ff247084d69bbe,Blue Sky Restaurant,"Mon 2:30pm-8:30pm, Tue 2:30pm-8:30am, Wed-Sun 2:30pm-8:30pm",717 20 St NE,Medicine Hat,AB,T1C 1P3,Canada,Michael,Chow,,,,,(403) 528-2223,1,,Chinese,
48190,930be0407b196147,Double Greeting Won Ton House,"Mon Closed, Tue-Thu 10:45am-8pm, Fri-Sat 10:45am-9pm, Sun 10:45am-8pm",10212 96 St NW,Edmonton,AB,T5H 2G7,Canada,Mike,T,,,1980,,(780) 424-2486,1,,Chinese,$
48191,9321c518b0ecb945,One Sushi,Daily 11am-10:30pm,622 Patricia St,Jasper,AB,T0E 1E0,Canada,,,,,,,(825) 422-1111,0,,Japanese,$$
48192,936d203a95c88764,George's Pizza & Steak House,"Mon-Thu 11am-10pm, Fri-Sat 11am-11pm, Sun 11am-10pm",6698 Gaetz Ave,Red Deer,AB,T4N 4C9,Canada,George,Roumanis,,,,,(403) 342-1097,1,,Creole; Chinese; Cajun; Italian; Greek,$$
48193,936ff20989dbb87b,Castle Restaurant,Daily 11am-9pm,5630 4 Ave,Edson,AB,T7E 1L6,Canada,,,,,,,(780) 723-5551,0,,Chinese,$
48194,94b03e5cbc8cdcce,Chewgurt Yummy,"Mon-Thu 3pm-10pm, Fri-Sun Noon-10pm",1224 Centre St N,Calgary,AB,T2E 2R4,Canada,,,,,,,(587) 316-8895,0,,Chinese,$$
48195,94c5f14a2542a9b5,Gagana Ramen,"Mon-Sat 11:30am-4pm, Sun 11:30am-3pm",2020 32 Ave NE,Calgary,AB,T2E 6T4,Canada,,,,,,,(403) 274-0726,0,,American; Japanese,$$
48196,950c7219399a9d63,Misai Japa Cafe,"Mon Closed, Tue-Thu 11am-2pm 4pm-8pm, Fri-Sat 11am-2pm 4pm-9pm, Sun 11am-2pm 4pm-8pm",1915 32 Ave NE,Calgary,AB,T2E 7C8,Canada,,,,,,,(403) 250-1688,0,,Korean; Japanese,$$
48197,951c4e3b49dfb97d,Sushi Ichiban,"Mon-Sat Noon-9pm, Sun 4pm-9pm",1002 37 St SW,Calgary,AB,T3C 1S1,Canada,Michael Liang,Wu,,,,,(403) 217-9999,1,,Japanese,$$
48198,95902ace0686d335,Dadeo,,10547 82 Ave NW,Edmonton,AB,T6E 2A3,Canada,,,,,1991,,(780) 433-0930,0,,Southern; Creole; Cajun,$$
48199,961054cab41fcd61,Jumbo Dim Sum Dining,"Mon 11am-8:30pm, Tue Closed, Wed-Thu 11am-8:30pm, Fri 11am-9pm, Sat-Sun 10am-9pm",10451 170 St NW,Edmonton,AB,T5P 4T2,Canada,,,,,,,(780) 481-3838,0,,Chinese,$$
48200,96df4bb004f8cb35,Ramen Ramen Noodle House,"Mon-Sat 11:30am-9pm, Sun 11:30am-8pm",8102 Fraser Ave,Wood Buffalo,AB,T9H 0G1,Canada,,,,,,,(780) 750-0025,0,,Japanese,
48201,970679289a1ed64d,Turner Inn Family Restaurant,"Mon 11am-9pm, Tue Closed, Wed-Sun 11am-9pm",101 Sunset Blvd SE,Turner Valley,AB,T0L 2A0,Canada,L. I.,Tong,,,,,(403) 933-5061,1,,Chinese,$$
48202,9775a87199218ef8,Bamboo House,"Mon Closed, Tue-Sun 11am-8:30pm",5215 47 Ave,Taber,AB,T1G 1R5,Canada,,,,,,,(403) 416-2888,0,,Chinese,
48203,97923074f9c81792,Blue Orchid Chinese Restaurant,"Mon 11am-9pm, Tue Closed, Wed-Sun 11am-9pm",11235 Jasper Ave NW,Edmonton,AB,T5K 0L5,Canada,Angus,Tam,,,2015,,(780) 761-1235,2,blueorchid11235@gmail.com,Chinese,$$
48204,98079a48808b2412,Jolly Good Chinese and Thai Food,"Mon-Thu 4pm-1:30am, Fri-Sat 4pm-3:30am, Sun 4pm-1:30am",3315 26 Ave SW,Calgary,AB,T3E 0N2,Canada,,,jollygoodfoods2018@gmail.com,,2018,,(403) 242-4400,0,jollygoodfoods2018@gmail.com,Chinese; Thai,$$$
48205,9817c0cfe6c8e8e4,1 Pot,"Mon-Fri 5pm-Midnight, Sat-Sun 2pm-Midnight",123 3 Ave SE,Calgary,AB,T2G 0B7,Canada,,,,,2014,,(403) 708-8088,0,,Chinese,$
48206,9834c3fd7591da6a,Prairie Sushi,Daily 11am-9pm,10030 116 Ave,Grande Prairie,AB,T8V 4K5,Canada,Wing,Loi,,,,,(780) 357-9088,1,,Japanese,$$
48207,984b517d95418d67,POKENROLL,,2008 33 Ave SW,Calgary,AB,T2T 1Z4,Canada,,,,,,,(647) 657-6114,0,,Japanese,
48208,991f61638c4cc3af,First Avenue Corner Store,"Mon-Sat 11am-3pm, Sun Closed",824 1 Ave NE,Calgary,AB,T2E 0C3,Canada,,,,,,,(403) 454-2722,0,,Japanese,$$
48209,9944ca3104530e0a,Royal India Express,"Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-9pm",7626 144 Ave NW,Edmonton,AB,T5C 2R7,Canada,,,,,2018,,(780) 249-6666,0,,Indian; Chinese,$$
48210,99d4370827e8c0d4,Fortune Cookie,Daily Noon-9pm,8404 182 St NW,Edmonton,AB,T5T 1Y7,Canada,,,,,,,(780) 444-0888,0,,Chinese,$
48211,9a2b7ff2cc79cbea,Jack's Kitchen,"Mon-Tue Closed, Wed-Fri 11am-7pm, Sat-Sun 2pm-7pm",2310 17 Ave,Bowden,AB,T0M 0K0,Canada,,,jackskitchen88@gmail.com,,,,(403) 224-3333,0,jackskitchen88@gmail.com,Chinese,$$
48212,9a8e6b820a3f121d,Gate of India,Daily 11:30am-10pm,500 Country Hills Blvd NE,Calgary,AB,T3K 5H2,Canada,Kailash,Raturi,,,2017,,(403) 764-4283,1,gateofindiacalgary@gmail.com,Indian; Chinese,$$
48213,9b007f5962436415,Green Turtle,"Mon-Thu 11:30am-10pm, Fri-Sat Closed, Sun 11:30am-10pm",9348 34 Ave NW,Edmonton,AB,T6E 5X8,Canada,,,,,,,(780) 934-1915,0,,Vietnamese; Chinese; Thai,
48214,9b3fabf3e0959f0a,ORIENTAL BOX NOODLES AND RICE,,5008 39 St,Lloydminster,AB,T9V 2Y8,Canada,,,,,,,(639) 840-1408,0,,Korean; Japanese; Chinese,
48215,9baba88cc731496c,Rainbow Palace Restaurant,"Mon 11am-9pm, Tue Closed, Wed-Fri 11am-9pm, Sat 8am-9pm, Sun 8:30am-9pm",93 McLeod Ave,Spruce Grove,AB,T7X 2Z9,Canada,Cecilia,Hong,,,,,(780) 962-8388,2,,Chinese,$$$
48216,9bb75290b4fedd86,Haru Sushi & Grill,"Mon-Fri 11:30am-2pm 5pm-9:30pm, Sat-Sun Noon-2pm 5am-9:30pm",35 McKenzie Towne Ave SE,Calgary,AB,T2Z 0S8,Canada,Yoon,Chang-Bae,,,,,(403) 457-5880,2,,Japanese,$$
48217,9c24bdc980d33581,YokoZuna,"Mon-Thu Noon-2:30pm 4am-9pm, Fri-Sat Noon-9pm, Sun Noon-8:30pm",200 Southridge Dr,Okotoks,AB,T1S 0B2,Canada,Sun,Jo,,,,,(403) 995-8141,1,lhs78322@gmail.com,Japanese,$$
48218,9c62845c3c3cc417,Oka Sushi,"Mon Closed, Tue-Sat 6pm-10pm, Sun Closed",1 Old Lodge Rd,Jasper,AB,T0E 1E0,Canada,Tatsuhiko,Okazaki,,,,,(780) 852-1114,1,,Japanese,$$$
48219,9d014b979b27c107,Ming Asian Kitchen,"Mon 6:30pm-3am, Tue-Thu 9:30pm-3am, Fri Closed, Sat 9:30pm-Midnight, Sun 9:30pm-3am",5220 4 St NE,Calgary,AB,T2K 5X4,Canada,,,,,,,(587) 619-3272,0,,Chinese; Thai,$$
48220,9d500af2182463c5,Asian Flame,"Mon 3pm-1am, Tue Closed, Wed-Sun 3pm-1am",8505 109 St NW,Edmonton,AB,T6G 1E4,Canada,,,,,,,(780) 758-1212,0,,Indian; Chinese,$$
48221,9d813cf520968f8d,Smilie's Village,Daily 11:30am-9pm,981 Fir St,Strathcona County,AB,T8A 4N5,Canada,Paul,Jew,,,1995,,(780) 464-1200,1,info@smiliesvillage.ca,American; Chinese,$$
48222,9d998771508bb49a,Royal Wok,,11735 105 St,Grande Prairie,AB,T8V 8L1,Canada,,,,,,,(780) 402-6511,0,,Filipino; Chinese,
48223,9e1ed8e052c48e23,Soleilki Asian Buffet,"Mon-Sat 11am-8:30pm, Sun Noon-8:30pm",11502 Westgate Dr,Grande Prairie,AB,T8V 4E9,Canada,Hop Wing,Young,,,,,(587) 495-6311,1,hongkongeatery2018@gmail.com,Chinese,$$
48224,9e3a19ee3b0019a2,Happy Rice Restaurant,,5220 23 Ave NW,Edmonton,AB,T6L 6Y7,Canada,,,,,,,(780) 468-1668,0,,Chinese,
48225,9e3d5ec8e5ca5e77,New Club,"Mon-Sat 10:30am-8pm, Sun 4:30pm-8:30pm",124 Centre St,Vulcan,AB,T0L 2B0,Canada,Kevin,Yuen,,,,,(403) 485-2030,1,,Chinese,$$
48226,9e4b703b4f3e4cd0,Tokachi Japanese Restaurant,"Mon 11:30am-2pm, Tue-Thu 11:30am-8pm, Fri 11:30am-9pm, Sat Noon-9pm, Sun Noon-8pm",328 Centre St S,Calgary,AB,T2G 4X6,Canada,Francis,Tam,,,,,(403) 232-8868,1,tokachicalgary@gmail.com,Japanese,$$
48227,9e859ac434f0cd59,Canton House,"Mon-Tue Noon-8pm, Wed Closed, Thu Noon-8pm, Fri-Sat Noon-9pm, Sun 3pm-8pm",5106 50 St,Millet,AB,T0C 1Z0,Canada,,,,,,,(780) 387-0008,0,,Chinese,
48228,9e8b67798ac71d37,Sushi Niwa,"Mon-Fri 9:30am-2pm, Sat-Sun Closed",10060 Jasper Ave NW,Edmonton,AB,T5J 3R8,Canada,,,,,,,(780) 278-8275,0,,Japanese,
48229,9ea5e2ba4bd38470,Osaka Sushi by Mr. Lu,,1800 4 St SW,Calgary,AB,T2S 2S5,Canada,,,,,,,(403) 453-5598,0,,Japanese,
48230,9edf3d5b88fbfd44,China Diner,"Mon 4pm-7:30pm, Tue-Sat 11am-1:30pm 4pm-8:30pm, Sun 4pm-8:30pm",5024 50th St,Sylvan Lake,AB,T4S 1P3,Canada,,,,,,,(403) 887-2900,0,,Chinese,$$
48231,9f5bb145a552e2da,Japonais Bistro,"Mon-Thu 11:30am-1:30pm 4pm-9:30pm, Fri-Sat 11:30am-1:30pm 4pm-10:30pm, Sun 11:30am-1:30pm 4pm-8:30pm",11806 Jasper Ave NW,Edmonton,AB,T5K 0N7,Canada,Harry,Yoon,,,2013,,(780) 760-1616,1,japonaisbistro@hotmail.com,Japanese,$$
48232,9f5df7f828dd9f5b,Goro + Gun,"Mon-Fri 2pm-5pm, Sat-Sun Closed",225 7 Ave SW,Calgary,AB,T2P 2W3,Canada,Ken,McDonald,,,,,(403) 237-5596,3,,Japanese,$$
48233,9fc8234b6490c973,Emperor's Palace,Daily 10:30am-8pm,10638 100 St NW,Edmonton,AB,T5H 4L3,Canada,,,,,,,(780) 757-2288,0,,Chinese,$$
48234,a093e23804e8ba29,LUCKY KITCHEN,"Mon-Tue 11am-9pm, Wed Closed, Thu 11am-9pm, Fri 11am-9:30pm, Sat 10:30am-9:30pm, Sun 10:30am-9pm",10346 University Ave NW,Edmonton,AB,T6E 4P4,Canada,,,,,,,(780) 435-0757,0,,Chinese,
48235,a0c003b36977c8b2,Bonavista Peking House,"Mon 3pm-8:30pm, Tue-Sun 11:30am-8:30pm",755 Lake Bonavista Dr SE,Calgary,AB,T2J 0N3,Canada,Hua,Lin,,,,,(403) 271-5777,1,,Chinese,$$
48236,a0c94b5412084642,Imperial Dynasty Restaurant,"Mon-Thu 11am-9pm, Fri-Sun 11am-10pm",500 Country Hills Blvd NE,Calgary,AB,T3K 4Y7,Canada,,,,,,,(403) 226-6277,0,,Chinese,$$
48237,a0d06dfae0c90d9a,La Perle Restaurant and Bar,Daily 11am-6pm,9746 182 St NW,Edmonton,AB,T5T 3T9,Canada,,,,,,,(780) 705-2688,0,,American; Chinese,$$
48238,a1215509b4e55471,JINYA Ramen Bar - Calgary,Daily 3pm-5pm,1800 4 St SW,Calgary,AB,T2S 2S5,Canada,,,,,,,(587) 356-0721,0,,Japanese,$$
48239,a122860387366366,Rock Paper Scissors Korean Restaurant,,8278 175 St NW,Edmonton,AB,T5T 1V1,Canada,,,,,,,(780) 484-3858,0,,Korean; Japanese,
48240,a14b98294a16c5bc,Japanese Village,"Mon-Sat 11:30am-9pm, Sun 11:30am-8pm",8882 170 St NW,Edmonton,AB,T5T 4M2,Canada,,,resojvedm@gmail.com,,,,(780) 422-6083,0,resojvedm@gmail.com,Japanese,$$$
48241,a15d5a76bb4b3ea7,La Jawab Indian & Hakka Chinese Cuisine,Daily 11am-10pm,5075 Falconridge Blvd NE,Calgary,AB,T3J 3K9,Canada,Catherine,Skarzenski,,,,,(403) 264-3544,1,tropicalsachin@hotmail.ca,Indian; Chinese,$$
48242,a1ab4a6c0c7fd883,Clay Pot Rice,"Mon 3pm-Midnight, Tue Closed, Wed-Sun 3pm-Midnight",4515 MacLeod Trl SW,Calgary,AB,T2G 0A5,Canada,Wen,Guo,,,,,(403) 455-6802,1,claypotricecalgary@gmail.com,Canadian; Creole; Chinese; Cajun,$$
48243,a1c2b5e81e5a8556,Point Sushi,Daily Noon-8:30pm,116 2 Ave SW,Calgary,AB,T2P 0B9,Canada,,,pointsushi2018@gmail.com,,,,(403) 290-1118,0,pointsushiyyc@gmail.com,Japanese,$$
48244,a22cab4b097974ae,Wow Bao (Northmount Dr NW),,1161 Northmount Dr NW,Calgary,AB,T2L 0C5,Canada,,,,,,,(519) 474-9745,0,,Chinese,$
48245,a267d40756d130ab,Memorable Times Authentic Charcoal Grill,"Mon-Tue Closed, Wed-Sun Noon-8:30pm",101 MacLeod Trl,Foothills No 31,AB,T2H 0L9,Canada,,,,,,,(403) 719-9961,0,,Chinese,
48246,a2837d34c64707e0,IKUSA Izakaya & Tokyo Market,"Mon-Thu 11am-10pm, Fri-Sat 11am-11pm, Sun 11am-10pm",903 General Ave NE,Calgary,AB,T2E 9E1,Canada,,,20ikusa.kekitchen@gmail.com,,,,(587) 352-3288,0,ikusa.kekitchen@gmail.com,Japanese,$$
48247,a31805f48745e4b2,888 Dim Sum And Noodle,"Mon 4pm-7pm, Tue-Sun Noon-7pm",45 Superior St,Devon,AB,T9G 1K8,Canada,,,,,,,(780) 987-4383,0,,Chinese,
48248,a319537bfc3d4365,asian bistro,Daily 11am-9pm,9737 MacLeod Trl SW,Calgary,AB,T2J 0P6,Canada,,,asianbistroyyc@gmail.com,,,,(403) 764-2211,0,asianbistroyyc@gmail.com,Vietnamese; Chinese,
48249,a3386376da60c379,Ramen Arashi,Daily 11:30am-9pm,213 Banff Ave,Banff,AB,T1L 1E6,Canada,,,arashikelowna@gmail.com,,2018,,(403) 760-0908,0,ramenarashivictoria@gmail.com,Japanese,$
48250,a37835855f02e3a7,Fat Kee,"Mon-Sat 11am-10pm, Sun Closed",3132 26 St NE,Calgary,AB,T1Y 6Z1,Canada,,,,,,,(403) 250-8436,0,,Chinese,$
48251,a3f3392b6f5813c9,Edgemont Palace,Daily 10am-10pm,45 Edenwold Dr NW,Calgary,AB,T3A 3S8,Canada,Karen,Leung,,,,,(403) 547-0239,1,,Cantonese; Chinese,$$
48252,a422338837d5f0a7,Szechuan Paramount (Chappelle),,Cartmell Pl SW,Edmonton,AB,T6W 3L5,Canada,,,,,,,(780) 433-0288,0,,Chinese,
48253,a46f02824f9233da,Apna Panjab,Daily 10am-10pm,5519 137 Ave NW,Edmonton,AB,T5A 3L4,Canada,,,,,,,(780) 472-0786,0,,Indian; Chinese,$
48254,a49fb7543fa0d083,Warner Chinese Restaurant,Daily 11am-9pm,215 4 Ave,Warner,AB,T0K 2L0,Canada,,,,,,,(403) 642-2228,0,,Chinese,$$$
48255,a5428ee43fb5f348,Hakone,Daily Noon-8pm,13907 127 St NW,Edmonton,AB,T6V 1A8,Canada,Chung,Nguyen,,,,,(780) 761-3006,1,,Japanese,$$
48256,a5653192b7ec4299,Nami Sushi and Grill,"Mon 3pm-9:30pm, Tue Closed, Wed-Thu 3pm-9:30pm, Fri-Sat Noon-10pm, Sun 12:30pm-9pm",1604 14 St SW,Calgary,AB,T3C 1E2,Canada,,,,,,,(403) 229-2881,0,,Japanese,$$
48257,a57807a2a2b511c1,Soup Corner 97,Daily 11am-9:30pm,9316 34 Ave NW,Edmonton,AB,T6E 5X8,Canada,,,,,,,(780) 466-2220,0,,Indian; Chinese,
48258,a5a19efdf1cc2c98,Golden Dragon Hot Pot,"Mon-Thu 5pm-9pm, Fri-Sun Closed",30 Brentwood Cmn,Calgary,AB,T2L 1K8,Canada,,,,,,,(587) 351-8124,0,,Chinese,
48259,a5cfaf614ab19d04,Smilie's Restaurant,"Mon-Thu 11am-9pm, Fri 11am-10pm, Sat 3pm-10pm, Sun 2pm-9pm",12928 127 St NW,Edmonton,AB,T5L 1A9,Canada,,,,,,,(780) 443-3388,0,,Chinese,$
48260,a64f553c64a3f458,Grain of Rice,"Mon Closed, Tue 11am-8pm, Wed-Thu 11am-9pm, Fri 11am-10pm, Sat 11am-9pm, Sun 11am-8pm",1312 Webber Greens Dr NW,Edmonton,AB,T5T 7C5,Canada,Whitroy,George,,,2016,,(780) 306-3338,2,grainofriceyeg@gmail.com,Vietnamese; Chinese,$$
48261,a6c77eda29c541e4,King's Chinese Food,"Mon-Fri 11:30am-10pm, Sat-Sun 4pm-10pm",1050 17 Ave SW,Calgary,AB,T2T 0A5,Canada,L. I.,Hua,,,,,(403) 245-4623,1,,American; Chinese,$$
48262,a6de2051be8d3e2f,Nojomi,,304 Main St N,Airdrie,AB,T4B 3M2,Canada,,,,,,,(403) 948-6827,0,,Korean; Japanese,
48263,a74b2061114303bc,P.F. Chang's,"Mon-Thu 11am-11pm, Fri-Sat 11am-Midnight, Sun 11am-11pm",6303 Currents Dr NW,Edmonton,AB,T6W 0L9,Canada,,,,,,,(780) 924-0478,0,,Chinese,$$
48264,a7b68bddfaf48a11,A&J Family Restaurant,"Mon 11:30am-9pm, Tue Closed, Wed-Sun 11:30am-9pm",4916 50 Ave,Olds,AB,T4H 1S2,Canada,,,,,,,(403) 556-1838,0,,Chinese,$
48265,a848f81b078dbaf8,Yoshi Japanese Restaurant,"Mon-Thu 11:30am-9pm, Fri-Sat 11:30am-10pm, Sun Noon-9pm",1995 Brentwood Blvd,Strathcona County,AB,T8A 0C9,Canada,Wai Tong,Choi,,,,,(780) 467-2228,1,,Japanese,$$
48266,a86a56ad3c2b9eaa,Chef Tony Dim Sum and Chinese Cuisine,"Mon 11am-8pm, Tue Closed, Wed-Thu 11am-8pm, Fri 11am-9pm, Sat 10:30am-9pm, Sun 10:30am-8:30pm",14921 Stony Plain Rd NW,Edmonton,AB,T5P 4W1,Canada,Benjamin,Tung,,,,,(780) 244-8388,1,,Chinese,$$
48267,a86c5704086e7f8b,Red Star Chinese Restaurant,"Mon-Thu 11am-10pm, Fri-Sat 11am-11pm, Sun 11am-9pm",3301 50 Ave,Red Deer,AB,T4N 3Y2,Canada,,,,,,,(403) 309-5566,0,info@redstarrestaurant.ca,Chinese,$$
48268,a8fd6963aaa068b8,The Blues Can,"Mon-Thu 4pm-2am, Fri-Sun Noon-2am",1429 9 Ave SE,Calgary,AB,T2G 0T4,Canada,Dave,Prosser,,,2010,,(403) 262-2666,1,jobs@thebluescan.com,Creole; Cajun,$$
48269,a98c0c1f6d0ee28e,Louisiana Purchase,"Mon-Fri Closed, Sat-Sun 11am-2pm",13503 St Albert Trl NW,Edmonton,AB,T5L 5E7,Canada,,,,,,,(780) 488-3536,0,north@louisianapurchase.ca,French; Creole; Cajun,$$
48270,a99874c817dcc7c2,Hong Kong House,Daily 11am-3am,10833 100 St,Grande Prairie,AB,T8V 2M7,Canada,,,,,,,(780) 532-5086,0,,Chinese,$$
48271,aa18534e4cc0a62f,Caltons Chinese Restaurant,Daily 10am-10pm,5010 4 St NE,Calgary,AB,T2K 5X8,Canada,Tao,Chen,,,,,(403) 275-8181,1,,Chinese,$$
48272,aa64706c30f3b1ea,Osaka Sushi,"Mon-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun Closed",183 HWY-16A,Spruce Grove,AB,T7X 4P9,Canada,Tang Gu,Pan,,,,,(780) 960-0308,1,,Japanese; Chinese,$$
48273,aa66e91b768a362a,LETS Grill Restaurant,Daily 5pm-Midnight,5926 104 St NW,Edmonton,AB,T6H 2K3,Canada,Xueting,Xing,,,2015,,(780) 705-1535,1,,Japanese; Chinese,$$
48274,aa801b9d8e87b7c2,Silver Star Dining & Lounge,"Mon-Fri 10am-9pm, Sat 9am-9pm, Sun Closed",5010 50 Ave,St Paul,AB,T0A 3A0,Canada,Allen,Situ,,,,,(780) 645-1890,1,,Chinese,$$
48275,aac5bba4841477f9,Tokyo Ichiban Japanese Restaurant,,10898 105 Ave,Grande Prairie,AB,T8V 7Y5,Canada,Man Weng,Tang,,,,,(780) 882-0098,1,,Japanese,$$
48276,ab0b2f2d30e8debb,Diamond Restaurant,"Mon-Tue Closed, Wed-Sun 11am-8:30pm",5015 53 Ave,Tofield,AB,T0B 4J0,Canada,,,,,,,(780) 662-3316,0,,Chinese,$$
48277,ab51263e9a0ffe27,Nori Bento & Udon,"Mon-Sat 10am-8pm, Sun 11am-5pm",501 1 Ave S,Lethbridge,AB,T1J 4L9,Canada,,,,,,,(403) 929-6126,0,,Japanese,
48278,ab61539788cea2e6,Hong & Sandy Family Restaurant,Daily Noon-8:30pm,5015 50 Ave,Wetaskiwin,AB,T9A 0S3,Canada,Jin,Wu,,,2011,,(780) 352-5098,1,,Chinese,$$
48279,abb494c009db5c4c,Tang Bistro,"Mon Closed, Tue-Fri 11:30am-8:30pm, Sat Closed, Sun 11:30am-8:30pm",8715 109 St NW,Edmonton,AB,T6G 2L5,Canada,Yu,Yan,,,,,(587) 499-9999,1,info@tangbistro.ca,Chinese,$$
48280,abebe0631d73ef3f,Kin's Chinese Food,"Mon-Thu 11:30am-2pm 4pm-10pm, Fri 11:30am-2pm 4pm-10:30pm, Sat 4pm-10:30pm, Sun 4pm-10pm",7930 Bowness Rd NW,Calgary,AB,T3B 0H3,Canada,,,,,,,(403) 288-4451,0,,Chinese,
48281,ad18b3f325210b08,Oishii Sushi & Bento,"Mon-Sat 10am-7:30pm, Sun 10:30am-4:30pm",515 Marlborough Way NE,Calgary,AB,T2A 7E7,Canada,Michael,J,,,2014,,(403) 460-9400,1,,Japanese,$$
48282,ad6e37b75df4a485,Little Denise Foods,"Mon-Sat 11am-8pm, Sun Closed",911 2 Ave,Hines Creek,AB,T0H 2A0,Canada,,,,,,,(587) 600-9211,0,,Chinese,
48283,ad80a7261ec5797a,Lava Rock Grille & Sushi,"Mon-Thu 11am-2:30pm 5pm-9pm, Fri 11am-2:30pm 5pm-10pm, Sat 5pm-10pm, Sun 5pm-9pm",110 Mayfield Cmn NW,Edmonton,AB,T5P 4B3,Canada,Rong,Sun,,,2016,,(780) 760-1210,2,,Japanese,$
48284,adb39155388c2490,Matsuya Japanese House,"Mon Closed, Tue-Fri 11am-9pm, Sat-Sun 4pm-9pm",214 Grande Blvd,Cochrane,AB,T4C 2G4,Canada,Hideki,Joekay,,,,,(403) 932-0012,1,,Japanese,$$
48285,adbdc42b440a6342,Washoku Bistro,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10:30pm, Sun 11am-2pm 4:30pm-9:30pm",10702 124 St NW,Edmonton,AB,T5M 0H1,Canada,Kyung,Lee,,,,,(780) 705-2055,1,washokubistro@gmail.com,Japanese,$$
48286,ade9a84be8535aaf,B & S Restaurant,"Mon Closed, Tue-Sat 11am-8pm, Sun Noon-8pm",4431 55 Ave,Viking,AB,T0B 4N0,Canada,,,,,,,(780) 336-3063,0,,Chinese,
48287,ae1a6eb5bf5b791e,Soleilki Japanese Restaurant,,330 Thickwood Blvd,Wood Buffalo,AB,T9K 1Y1,Canada,,,,,,,(780) 791-2666,0,,Japanese,
48288,ae3088bf217ca2f0,Delic Garden Chinese Food | 10% OFF,"Mon 11:30am-2pm 4pm-9pm, Tue Closed, Wed-Thu 11:30am-2pm 4pm-9pm, Fri 11:30am-2pm 4pm-10pm, Sat 11am-10pm, Sun 11:30am-9pm",10089 Hidden Valley Dr NW,Calgary,AB,T3A 5Z7,Canada,,,,,,,(403) 475-6886,0,,Chinese,$
48289,ae527d5e7b606439,Golden National Family Restaurant,"Mon Noon-9pm, Tue Closed, Wed-Sat Noon-9pm, Sun 4pm-9pm",112 Centre St N,High River,AB,T1V 1M4,Canada,Stan,Lok,,,,,(403) 652-4364,2,,Chinese,$$
